nces_id,ts,month,likes_n,comments_n,shares_n,engagement_n,domain,post_text,comment_like_ratio
509000,2020-05-20 18:56:18,2020-05-01,134,2118,233,2485,www.lrsd.org,"FACEBOOK ADMINISTRATORS
We are the Little Rock School District.

LRSD does NOT own copyrights to the music used in this virtual graduation ceremony.

We are a none profit entity and are not selling copies of this event.

Please do not mute the ""Pomp and Circumstance"" graduation march music from this celebratory event.",15.805970149253731
509000,2020-05-19 20:54:58,2020-05-01,127,1683,269,2079,www.lrsd.org,NA,13.251968503937007
509000,2020-05-19 18:55:41,2020-05-01,127,1718,319,2164,www.lrsd.org,NA,13.527559055118111
1807410,2020-04-06 09:40:48,2020-04-01,9,107,0,116,www.nafcs.k12.in.us,"We need you! We are working on a video, showing our students and staff doing eLearning/NTI at home. To be featured in the video, simply reply on this post with a photo/video of your student! #INthisTogether #NAFCSuccess",11.88888888888889
2625320,2020-03-22 20:05:18,2020-03-01,1,12,0,13,www.newaygo.net,Please note change in food delivery schedule. NPS will not be stopping at Brookhaven Estates. Families there can utilize any of our other stops.,12.0
3904452,2020-08-08 10:08:49,2020-08-01,1,24,0,25,www.northolmstedschools.org,NA,24.0
3904452,2020-03-27 06:41:19,2020-03-01,10,114,0,124,www.northolmstedschools.org,Post your Eagle spirit photos today! Printable signs for each building are also available here: http://www.northolmstedschools.org/protected/ArticleView.aspx?iid=63AB30B&dasi=200,11.4
4030240,2020-03-06 12:29:49,2020-03-01,1,73,3,77,www.tulsaschools.org,"🎥 Watch live:

PART 1: TULSA PUBLIC SCHOOLS INDIAN EDUCATION PROGRAM

Our Indian Education program provides critical supports and services to more than 3,000 Native American students representing 68 tribes. Tune in to our Facebook live right now to learn more about the program and ask questions!

🎥 Transmisión en vivo:

PARTE 1: PROGRAMA DE EDUCACIÓN INDÍGENA DE LAS ESCUELAS PÚBLICAS DE TULSA

Nuestro programa de Educación Indígena brinda apoyo y servicios importantes a más de 3,000 estudiantes nativo americanos que representan a 68 tribus. ¡Vea nuestra transmisión en vivo en nuestra página de Facebook (en estos momentos) para obtener más información sobre el programa y hacer sus preguntas!",73.0
4503750,2020-08-24 17:16:24,2020-08-01,2,35,3,40,www.union.k12.sc.us,8/24/2020,17.5
1700321,2020-07-07 12:55:12,2020-07-01,2,27,0,29,www.u304.org,"United 304 - Message from the District 7-7-20
https://www.wevideo.com/view/1768448684",13.5
3901556,2019-05-24 13:40:43,2019-05-01,1,16,0,17,acauni.com,University Academy’s second annual talent show! Always good to let out kids shine! ❤️,16.0
2010470,2020-05-13 20:34:17,2020-05-01,1,19,0,20,www.usd269.net,NA,19.0
2010470,2020-05-13 20:30:10,2020-05-01,1,22,0,23,www.usd269.net,NA,22.0
2010470,2020-05-13 20:28:15,2020-05-01,2,23,0,25,www.usd269.net,NA,11.5
2010470,2020-05-13 20:20:13,2020-05-01,2,23,0,25,www.usd269.net,NA,11.5
2010470,2020-05-13 20:18:16,2020-05-01,1,20,0,21,www.usd269.net,NA,20.0
2010470,2020-05-13 20:12:07,2020-05-01,1,22,0,23,www.usd269.net,NA,22.0
2010470,2020-05-13 20:10:27,2020-05-01,1,24,0,25,www.usd269.net,NA,24.0
4844160,2020-02-27 09:41:11,2020-02-01,1,13,0,14,www.vidorisd.org,"Chapter 10's trivia challenge!

1) What was Evan sitting on as Chapter 10 began?

2) What was unusual about Scott's father's home office?

3) What does it seem like Evan is wishing he could do with Scott to settle the issue rather than having a jury trial?",13.0
4844160,2020-02-20 09:06:52,2020-02-01,2,24,0,26,www.vidorisd.org,"This morning's The Lemonade Crime trivia could net you a Burger King gift card! Here we go:

1) Why did Megan say she was running late for the walk to school?

2) What did Jessie hand Scott while he was standing in line?

3) If Scott is found guilty in the trial, what does he have to give Evan?",12.0
2600112,2020-06-05 08:41:52,2020-06-01,8,211,0,219,www.waldengreen.org,NA,26.375
2600112,2020-05-29 08:50:30,2020-05-01,18,276,4,298,www.waldengreen.org,NA,15.333333333333334
2600112,2020-05-15 08:55:20,2020-05-01,14,185,5,204,www.waldengreen.org,NA,13.214285714285714
2600112,2020-04-17 08:56:28,2020-04-01,17,250,11,278,www.waldengreen.org,NA,14.705882352941176
2600112,2020-03-27 08:53:23,2020-03-01,17,318,12,347,www.waldengreen.org,GOOD MORNING WALDEN GREEN!,18.705882352941178
103450,2020-03-31 10:45:41,2020-03-01,2,50,2,54,www.walkercountyschools.com,"Pre K drawing video
https://meet.google.com/ijv-rmfz-cst",25.0
2600254,2020-06-08 10:49:58,2020-06-01,1,26,0,27,walton.heritageacademies.com,"3-5 Terrific Ten
Welcome back to the final week of Walton’s Terrific 10 Facebook Challenges. This week’s theme is Camping and we are looking forward to seeing what you come up with from home. Don’t forget you can earn 3 Walton Bucks for each completed challenge that has been shared in the Comments of the original post or e-mailed to the waltonchallenges@gmail.com address. All student work must be turned in by midnight on Friday, June 12. Happy Camping!",26.0
2600254,2020-06-01 12:22:09,2020-06-01,1,31,0,32,walton.heritageacademies.com,"3-5 Terrific Ten
Welcome to the Terrific 10 Challenges! This week, all of the challenges are about the ocean. Remember, every challenge is worth 3 Walton Bucks! When you complete an activity, make sure to add a picture to the comments of this post or send an email to waltonchallenges@gmail.com by Friday June 5th at midnight. Have fun and stay safe!

¡Bienvenido a los Fantásticos 10 Desafíos de Walton! Esta semana, todos los desafíos son sobre el océano. Recuerda, ¡cada desafío vale 3 Billetes Walton! Cuando completes una actividad, asegúrate de agregar una imagen a los comentarios de esta publicación o enviar un correo electrónico a waltonchallenges@gmail.com antes del viernes 5 de junio a la medianoche. ¡Diviértete y mantente a salvo!",31.0
2600254,2020-06-01 12:21:28,2020-06-01,1,24,0,25,walton.heritageacademies.com,"K-2 Terrific Ten

Welcome to the Terrific 10 Challenges! This week, all of the challenges are about the ocean. Remember, every challenge is worth 3 Walton Bucks! When you complete an activity, make sure to add a picture to the comments of this post or send an email to waltonchallenges@gmail.com by Friday June 5th at midnight. Have fun and stay safe!

¡Bienvenido a los Fantásticos 10 Desafíos de Walton! Esta semana, todos los desafíos son sobre el océano. Recuerda, ¡cada desafío vale 3 Billetes Walton! Cuando completes una actividad, asegúrate de agregar una imagen a los comentarios de esta publicación o enviar un correo electrónico a waltonchallenges@gmail.com antes del viernes 5 de junio a la medianoche. ¡Diviértete y mantente a salvo!",24.0
2600254,2020-05-11 11:17:41,2020-05-01,3,34,0,37,walton.heritageacademies.com,NA,11.333333333333334
2600254,2020-05-04 12:43:48,2020-05-01,4,49,0,53,walton.heritageacademies.com,"Are you ready to to get creative? Here is another 14 day drawing challenge. Everyday starting with number 1 draw the item listed. You can add color to it, textures, you name it! Please send me your pics by commenting or posting it, or tag me @marsheliawilliams. Looking forward to seeing your beautiful art!!

Mrs. Wiilliams",12.25
2600254,2020-05-04 11:44:41,2020-05-01,1,12,0,13,walton.heritageacademies.com,NA,12.0
2600254,2020-05-04 11:44:06,2020-05-01,2,34,0,36,walton.heritageacademies.com,NA,17.0
2600254,2020-05-04 11:43:21,2020-05-01,1,14,0,15,walton.heritageacademies.com,NA,14.0
2600254,2020-04-27 09:43:47,2020-04-01,4,49,0,53,walton.heritageacademies.com,"3-5th Grade Terrific 10 for the week of April 27th - May 1st.
Do you want to earn more Walton Bucks? Here is another chance to earn 3 Walton Bucks for every Terrific 10 Challenge that you complete! Remember that you can turn in your Walton Bucks to get prizes such as, jean day passes, pizza passes, hat day passes, fidgets, t-shirts, and much more! As a reminder you have ALL WEEK to work on these challenges. Please post your picture to the original Terrific 10 Facebook post, or if you prefer, email waltonchallenges@gmail.com. All challenges must be completed by Friday, May 1st at midnight. Have FUN and stay SAFE! We miss you!",12.25
2600254,2020-04-20 09:00:18,2020-04-01,5,65,0,70,walton.heritageacademies.com,NA,13.0
4225110,2020-03-23 11:45:42,2020-03-01,1,12,2,15,www.wasd.k12.pa.us,WASD Board Meeting Postponed,12.0
5103900,2020-02-05 15:22:11,2020-02-01,2,25,0,27,www.wcs.k12.va.us,Flu Season 2020 - Please see attachments for information about the 2020 Flu Season in Washington County Schools. http://edl.io/n1160699,12.5
3630160,2020-08-11 18:31:02,2020-08-01,33,400,10,443,www.watervillecsd.org,NA,12.121212121212121
3704880,2020-06-02 18:15:05,2020-06-01,13,300,33,346,www.waynecountyschools.org,NA,23.076923076923077
3704880,2020-05-27 13:56:23,2020-05-01,1,12,13,26,www.waynecountyschools.org,NA,12.0
3704880,2020-05-22 12:41:28,2020-05-01,9,172,11,192,www.waynecountyschools.org,"The Wayne County Board of Education Special Called Meeting (May 22, 2020) is live. The meeting is also being broadcast live on Channel 18 on Spectrum Cable.",19.11111111111111
3813760,2020-06-02 18:29:29,2020-06-01,2,23,0,25,www.district8nd.com,"Special School Board Meeting
ORDER OF BUSINESS
1. Call to order
2. Pledge
3. Discussion regarding District 8 long term plan.
4. Public Comment.
5. Appoint Signatory in absence of Superintendent.
6. Approve Mr. Goetz as administrative consultant.
7. Discussion regarding KrisAnn Norby-Jahner as District 8 legal counsel on all matters concerning reorganization.
8. Approve pursuit of reorganization with Williston Public School District #1.
9. Request proposal from Paul Stremick to act as reorganization consultant/mediator on behalf of District 8 during development of reorganization plan.
10. Approve process of discussing land transfers with neighboring school districts.
11. Request meeting with Jodi Johnson, Jeff Lind, and District 1 School Board to discuss reorganization process/plan.
12. Approve bi-weekly (every other week) meetings with District 1 School Board.
13. Discussion regarding Reorganization Task Force.
14. Adjourn.",11.5
3813760,2020-05-01 12:55:54,2020-05-01,2,31,2,35,www.district8nd.com,"ORDER OF BUSINESS

1. Call to order
2. Pledge
3. Explanation of Public Comment (via chat feature)
4. Availability of D8 funds for D1 HS expansion in conjunction with a signed JPA
5. Transportation routes, number of students, operation cost, funding aid, etc.
6. Issues for next meeting
7. Adjourn

Public Comment may be made via the Chat Feature on Zoom. Please click on the following link if you would like to make a comment:
Join Zoom Meeting
https://zoom.us/j/97419142262

Meeting ID: 974 1914 2262",15.5
3813760,2020-04-28 12:58:41,2020-04-01,1,22,3,26,www.district8nd.com,"ORDER OF BUSINESS

1. Call to order
2. Pledge
3. Work Session with Paul Stremick
a. Review of state Aid Worksheets
b. Comparative Study Assumptions
i. Enrollment
ii. County Revenue
iii. Taxable Valuation
iv. Mill Levies
v. Bus Stops/Students by other Districts in District #8
vi. Williams County School District #8 Bus Stops/Students
vii. Taxable Valuation by Township
viii. Possible Dissolution/Land Transfer Valuation Changes
ix. Taxable Valuation/Mill Levies for School Districts in Williams County
x. Baseline Data
xi. Other
4. Adjourn",22.0
3813760,2020-04-24 12:56:30,2020-04-01,4,50,5,59,www.district8nd.com,"ORDER OF BUSINESS

1. Call to order
2. Pledge
3. Joint employment of Superintendent for District 1 and District 8 discussion
4. County commission decision to postpone joint funding project
5. WHS enrollment of outside district residents for 2020-2021 school year
6. Adjourn",12.5
1742480,2020-09-10 17:39:55,2020-09-01,3,40,25,68,www.wcusd15.org,"WCUSD#15 Community and Families,

It is with great sadness I am relaying this information.

Later this afternoon, we learned that WHS Sophomore Trystin Higginbotham lost his life.

Counseling services will be available tomorrow at WHS and at the Williamsville Christian Church. Please view the link for additional details.

Our thoughts and prayers go to Chasti Burnett-Rock (mother) and Trystin's family.

Please HUG your children tonight.

https://drive.google.com/file/d/17r7yGUGQJaztnmNbzCNqJ4y35zcpipKK/view?usp=sharing",13.333333333333334
1201230,2020-08-13 19:07:26,2020-08-01,129,3107,0,3236,www.manateeschools.net,"Look at this great looking group all masked up.

Thanks for helping stop the spread! #MaskUpManatee",24.085271317829456
3904505,2020-07-23 17:24:43,2020-07-01,26,325,14,365,www.westcarrolltonschools.com,NA,12.5
602670,2020-05-06 19:20:06,2020-05-01,21,292,3,316,www.wscuhsd.k12.ca.us,"To make a comment to the board please fill out the form in the link below:
https://docs.google.com/forms/d/e/1FAIpQLSd4JDpxfiyGFAqemyYHAlFvu94BP_ogmF9_9Bxnbi8XHmmXNw/viewform?usp=sf_link",13.904761904761905
602670,2020-04-08 21:22:28,2020-04-01,5,106,0,111,www.wscuhsd.k12.ca.us,"Click Here To Fill Out A Public Comment. Thank you!
https://docs.google.com/forms/d/e/1FAIpQLSd4JDpxfiyGFAqemyYHAlFvu94BP_ogmF9_9Bxnbi8XHmmXNw/viewform?fbclid=IwAR14qrkpaLLIH0MUVIiYrgRyqukOt1tpwa994PQBapzXfHXjzji0QiD_lok",21.2
2313530,2020-01-22 10:08:10,2020-01-01,5,59,0,64,www.westbathschool.org,"West Bath School Families - We are compiling photos for the week of families completing the bingo card or attending the night at the Y for our week 3 WinterKids documentation. Please share your photos with us either by posting them in this thread, or emailing them to your child's teacher or to the office. We hope you've had a fun week! #WeAreCrew",11.8
3630600,2020-04-01 07:59:28,2020-04-01,2,23,0,25,www.westcanada.org,NA,11.5
632550,2020-07-10 20:51:15,2020-07-01,224,2543,254,3021,www.wccusd.net,NA,11.352678571428571
4206030,2020-03-26 07:52:49,2020-03-01,1,15,0,16,www.clairton.k12.pa.us,"#inthistogether #virtualspiritweek",15.0
1600750,2020-09-10 19:53:09,2020-09-01,25,599,20,644,www.ccsd.net,Regular meeting of the CCSD Board of School Trustees,23.96
1600750,2020-08-27 19:53:09,2020-08-01,39,490,35,564,www.ccsd.net,Regular meeting of the Board of School Trustees,12.564102564102564
1600750,2020-07-29 17:47:42,2020-07-01,71,989,61,1121,www.ccsd.net,Special meeting of the Board of School Trustees,13.929577464788732
1600750,2020-07-29 15:54:10,2020-07-01,97,1629,96,1822,www.ccsd.net,Special Meeting of the CCSD Board of School Trustees,16.79381443298969
1600750,2020-07-21 18:53:09,2020-07-01,867,10247,413,11527,www.ccsd.net,CCSD Board of School Trustees Special Meeting (Reopening Schools),11.818915801614764
1600750,2020-07-09 21:53:57,2020-07-01,573,10186,214,10973,www.ccsd.net,Regular Meeting of the Board of School Trustee Agenda Item 5.07 Reopening Our Schools,17.776614310645723
1600750,2020-07-06 18:53:09,2020-07-01,356,6294,270,6920,www.ccsd.net,Special Meeting of the CCSD Board of School Trustees,17.679775280898877
1600750,2020-06-25 19:55:09,2020-06-01,446,7626,291,8363,www.ccsd.net,Regular Meeting of the Board of School Trustees.,17.09865470852018
1711250,2020-04-10 20:34:03,2020-04-01,3,58,42,103,www.cm201u.org,"We hope you are doing well, and we enjoy seeing you on our virtual platforms. We have been closely monitoring the COVID-19 pandemic situation, vast social limitations placed upon us, and are working to ensure everyone’s safety and well-being. Unfortunately, based on the uncertainty of when things may get back to normal, we are canceling the prom for the 2019-20 school year. We are forced to make difficult decisions with a focus on the health and safety of our students, families, and communities.",19.333333333333332
2801050,2020-05-23 10:01:16,2020-05-01,61,758,358,1177,www.cmsdschools.org,NA,12.426229508196721
1301290,2020-07-14 09:00:10,2020-07-01,33,432,39,504,www.cobbcounty.org,Cobb County Board of Commissioners Meeting - 07/14/20,13.090909090909092
1301290,2020-07-13 09:00:09,2020-07-01,48,794,102,944,www.cobbcounty.org,Cobb County Board of Commissioners CARES Act Funding Work Session - 07/13/20,16.541666666666668
3904380,2020-09-10 08:33:33,2020-09-01,2,25,3,30,www.ccsoh.us,Policy Review 2020-09-10,12.5
3904380,2020-06-16 17:32:32,2020-06-01,30,680,33,743,www.ccsoh.us,BOE 2020-06-16,22.666666666666668
3904380,2020-04-30 17:01:01,2020-04-01,56,954,60,1070,www.ccsoh.us,CCS SENIOR VIRTUAL TOWN HALL 2020-04-30,17.035714285714285
3904998,2020-04-16 12:40:07,2020-04-01,1,31,16,48,www.copley-fairlawn.org,https://drive.google.com/file/d/1CmBcOsbmKSknaCsYSc8kwy5-suuDg9eh/view?usp=sharing,31.0
3900081,2020-05-20 12:15:22,2020-05-01,1,13,0,14,cornerstoneacad.org,Today is Wild n' Out Wednesday! How many jelly beans do you think are in the jar? Post your guess!,13.0
4102940,2020-05-20 21:00:12,2020-05-01,3,86,0,89,www.district6.org,"Join us at 7pm for a Family Game Night of Trivia for Kids.

Trivia questions are aimed towards kids.

Example of how to answer in the comments sections.
Let say the correct answer is number 1 ""Arm"".

Here are acceptable options of comment:
""1 Arm""
""ARM""
""arm""
""1""
""arm i guess""
""i'm sure it is aRm""

Not acceptable options of comment:
""ArmIThink""
""1arm""
""Armmmmm""
""111111""

As you see we ignore letter case and can use just a number or a just text to identify the answer.",28.666666666666668
4102940,2020-05-05 15:28:17,2020-05-01,7,353,0,360,www.district6.org,"May 6th, join us for a visual game of Optical Illusion. If you see an image, just type the image name in the comments. Gather the family and have some fun. #D6BetterTogether
😊",50.42857142857143
4102940,2020-05-01 17:29:32,2020-05-01,9,668,3,680,www.district6.org,"Join us tonight for some family fun and a game of trivia.
40 Trivia questions - 20 secs to answer
To play just respond to the questions in the comments with the number of your answer choice. 1,2,3 or 4.
Have fun and get the whole family involved. Questions range from children to adult.",74.22222222222223
2600270,2020-04-16 11:00:35,2020-04-01,1,19,0,20,www.creative-montessori.com,"Comment below how your student is showing compassion for their pets. Each picture with a description will get your student entered to win fun prizes! This contest will be running until May 1 with many different posts to comment on. Each comment equals one entry! Winners will be announced Friday, May 8.",19.0
2600270,2020-04-16 11:00:35,2020-04-01,1,19,0,20,www.creative-montessori.com,"Comment below how your student is showing compassion for their pets. Each picture with a description will get your student entered to win fun prizes! This contest will be running until May 1 with many different posts to comment on. Each comment equals one entry! Winners will be announced Friday, May 8.",19.0
1908310,2020-07-16 18:56:43,2020-07-01,8,98,9,115,www.crestonschools.org,"Return to learn public forum #1",12.25
4815750,2020-05-07 19:52:06,2020-05-01,31,372,12,415,www.crosbyisd.org,NA,12.0
4219710,2020-05-12 19:11:28,2020-05-01,72,1292,95,1459,www.pottsville.k12.pa.us,NA,17.944444444444443
4700900,2020-07-23 18:25:43,2020-07-01,36,659,32,727,ccschools.k12tn.net,NA,18.305555555555557
4700900,2020-07-21 21:15:57,2020-07-01,20,528,24,572,ccschools.k12tn.net,NA,26.4
4700900,2020-07-21 19:57:33,2020-07-01,25,350,23,398,ccschools.k12tn.net,NA,14.0
4700900,2020-07-21 17:27:23,2020-07-01,60,851,59,970,ccschools.k12tn.net,NA,14.183333333333334
3008280,2020-08-10 19:53:20,2020-08-01,2,30,0,32,www.darby.k12.mt.us,NA,15.0
3008280,2020-06-25 14:08:47,2020-06-01,8,220,13,241,www.darby.k12.mt.us,NA,27.5
3904384,2020-09-08 16:56:10,2020-09-01,16,287,18,321,www.dps.k12.oh.us,"DBOE - Review Session - September 8, 2020",17.9375
3904384,2020-08-28 15:34:49,2020-08-01,39,1530,48,1617,www.dps.k12.oh.us,"Dayton Board of Education - Special Meeting - August 28, 2020 - Post Executive Session",39.23076923076923
3904384,2020-08-27 12:58:09,2020-08-01,7,114,18,139,www.dps.k12.oh.us,"Straight Talk with Superintendent Lolli - Episode 8 ""COVID-19 and Athletics""

Discussion in regards to extracurricular activities between Montgomery Health Officials and Dayton Public Schools.",16.285714285714285
3904384,2020-06-27 09:38:10,2020-06-01,9,183,13,205,www.dps.k12.oh.us,"Dayton Board of Education - Board Retreat - June 27, 2020 - Post Executive Session",20.333333333333332
1711850,2020-08-04 19:19:21,2020-08-01,1,18,0,19,www.dps61.org,NA,18.0
1711850,2020-05-24 13:00:46,2020-05-01,108,1395,277,1780,www.dps61.org,"Eisenhower High School presents the Class of 2020 graduates!
💛🎓💛🎓💛🎓💛🎓💛🎓💛🎓💛🎓💛🎓💛🎓💛🎓💛🎓💛🎓",12.916666666666666
3800038,2020-08-25 12:54:23,2020-08-01,1,12,15,28,www.dickinson.k12.nd.us,"All day RASP registration is today and ends at 5:00 pm or until spots are full. Spots are limited and on a first come, first serve basis with registration completion.",12.0
3414550,2020-05-11 22:12:36,2020-05-01,1,12,5,18,www.salemnj.org,"Sharing this letter sent to all NJ schools, from Colonel Callahan, State Director of Emergency Management.

https://www.state.nj.us/education/broadcasts/2020/may/8/Letter%20to%20DOE%20from%20Col%20Callahan.pdf",12.0
633930,2020-06-08 21:49:58,2020-06-01,27,325,0,352,www.salinascity.k12.ca.us,"🔴 LIVE: Online Board of Education Meeting - June 8, 2020

Learn about SCESD and stay informed about your child's/children's education and experience.

Link to tonight’s Board Agenda:
https://www.salinascityesd.org/june-08-2020-online-board-agenda-1

#SCESDBoardMeeting #SCESD",12.037037037037036
633930,2020-05-11 21:48:15,2020-05-01,14,234,0,248,www.salinascity.k12.ca.us,"🔴 LIVE: Special Online Board of Education Meeting - May 11, 2020

Learn about SCESD and stay informed about your child's/children's education and experience.

Link to tonight’s Board Agenda:
https://www.salinascityesd.org/may-11-2020-online-board-agenda

#SCESDBoardMeeting #SCESD",16.714285714285715
633930,2020-04-06 21:17:21,2020-04-01,8,105,2,115,www.salinascity.k12.ca.us,"🔴 LIVE: Online Board of Education Meeting - April 6, 2020

Learn about SCESD and stay informed about your child's/children's education and experience.

Link to tonight’s Board Agenda: https://www.salinascityesd.org/april-06-2020-online-board-agenda

We are providing Spanish translation during tonight's Board Meeting.
You'll need to call into the number below:
1 (813) 769-0500
You'll be prompted to enter the Conference ID:
631-488-147

#SCESDBoardMeeting #SCESD",13.125
691033,2020-05-08 12:52:55,2020-05-01,6,249,0,255,www.smcoe.org,"Our San Mateo County Outdoor Education naturalists bring the Outdoor Education program to students who aren’t able to attend due to the shelter-in-place order.

Note that our naturalists have been isolating and interacting with each other only for the past month. They are being safe and sheltering in place, just like you, while delivering the Outdoor Education experience to San Mateo County students.

As the livestream begins, please remember to follow our social media policy: do not post comments that are inappropriate or unrelated to the topic at hand. Posts that violate this policy will be deleted. Read our full social media policy on the About tab.",41.5
691033,2020-05-07 21:24:15,2020-05-01,2,110,0,112,www.smcoe.org,"Join us with the whole family for an evening campfire of songs, dance, stories and fun!

Note that our naturalists have been isolating and interacting with each other only for the past month. They are being safe and sheltering in place, just like you, while delivering the Outdoor Education experience to San Mateo County students.

As the livestream begins, please remember to follow our social media policy: do not post comments that are inappropriate or unrelated to the topic at hand. Posts that violate this policy will be deleted. Read our full social media policy on the About tab.

Tonight we will be learning about the three elements of musical expression: rhythm, harmony, and melody. We will learn about rhythm through body percussion, a common practice found in many cultures around the world. Here are just a few examples of different body percussion dances to check out:",55.0
691033,2020-05-07 13:49:22,2020-05-01,1,64,0,65,www.smcoe.org,NA,64.0
691033,2020-05-07 12:48:41,2020-05-01,5,294,0,299,www.smcoe.org,"Our San Mateo County Outdoor Education naturalists bring the Outdoor Education program to students who aren’t able to attend due to the shelter-in-place order.

Note that our naturalists have been isolating and interacting with each other only for the past month. They are being safe and sheltering in place, just like you, while delivering the Outdoor Education experience to San Mateo County students.

As the livestream begins, please remember to follow our social media policy: do not post comments that are inappropriate or unrelated to the topic at hand. Posts that violate this policy will be deleted. Read our full social media policy on the About tab.",58.8
691033,2020-05-06 21:27:15,2020-05-01,9,126,0,135,www.smcoe.org,"Join us with the whole family for an evening campfire of songs, dance, stories and fun!

Note that our naturalists have been isolating and interacting with each other only for the past month. They are being safe and sheltering in place, just like you, while delivering the Outdoor Education experience to San Mateo County students.

As the livestream begins, please remember to follow our social media policy: do not post comments that are inappropriate or unrelated to the topic at hand. Posts that violate this policy will be deleted. Read our full social media policy on the About tab.",14.0
691033,2020-05-06 13:40:08,2020-05-01,5,96,0,101,www.smcoe.org,NA,19.2
691033,2020-05-06 12:55:21,2020-05-01,7,193,0,200,www.smcoe.org,"Our San Mateo County Outdoor Education naturalists bring the Outdoor Education program to students who aren’t able to attend due to the shelter-in-place order.

Note that our naturalists have been isolating and interacting with each other only for the past month. They are being safe and sheltering in place, just like you, while delivering the Outdoor Education experience to San Mateo County students.

As the livestream begins, please remember to follow our social media policy: do not post comments that are inappropriate or unrelated to the topic at hand. Posts that violate this policy will be deleted. Read our full social media policy on the About tab.",27.571428571428573
691033,2020-05-05 21:25:59,2020-05-01,10,132,0,142,www.smcoe.org,"Join us with the whole family for an evening campfire of songs, dance, stories and fun!
Our San Mateo County Outdoor Education naturalists bring the Outdoor Education program to students who aren’t able to attend due to the shelter-in-place order.

Note that our naturalists have been isolating and interacting with each other only for the past month. They are being safe and sheltering in place, just like you, while delivering the Outdoor Education experience to San Mateo County students.

As the livestream begins, please remember to follow our social media policy: do not post comments that are inappropriate or unrelated to the topic at hand. Posts that violate this policy will be deleted. Read our full social media policy on the About tab.Join us with the whole family for an evening campfire of songs, dance, stories and fun!",13.2
691033,2020-05-05 12:54:14,2020-05-01,9,311,0,320,www.smcoe.org,"Our San Mateo County Outdoor Education naturalists bring the Outdoor Education program to students who aren’t able to attend due to the shelter-in-place order.

Note that our naturalists have been isolating and interacting with each other only for the past month. They are being safe and sheltering in place, just like you, while delivering the Outdoor Education experience to San Mateo County students.

As the livestream begins, please remember to follow our social media policy: do not post comments that are inappropriate or unrelated to the topic at hand. Posts that violate this policy will be deleted. Read our full social media policy on the About tab.",34.55555555555556
691033,2020-05-04 12:48:54,2020-05-01,23,325,11,359,www.smcoe.org,"Our San Mateo County Outdoor Education naturalists bring the Outdoor Education program to students who aren’t able to attend due to the shelter-in-place order.

Note that our naturalists have been isolating and interacting with each other only for the past month. They are being safe and sheltering in place, just like you, while delivering the Outdoor Education experience to San Mateo County students.

As the livestream begins, please remember to follow our social media policy: do not post comments that are inappropriate or unrelated to the topic at hand. Posts that violate this policy will be deleted. Read our full social media policy on the About tab.",14.130434782608695
691033,2020-05-01 12:50:44,2020-05-01,12,474,0,486,www.smcoe.org,"Our San Mateo County Outdoor Education naturalists bring the Outdoor Education program to students who aren’t able to attend due to the shelter-in-place order.

Note that our naturalists have been isolating and interacting with each other only for the past month. They are being safe and sheltering in place, just like you, while delivering the Outdoor Education experience to San Mateo County students.

As the livestream begins, please remember to follow our social media policy: do not post comments that are inappropriate or unrelated to the topic at hand. Posts that violate this policy will be deleted. Read our full social media policy on the About tab.",39.5
691033,2020-04-30 21:20:26,2020-04-01,4,337,0,341,www.smcoe.org,"Join us with the whole family for an evening campfire of songs, dance, stories and fun!

Note that our naturalists have been isolating and interacting with each other only for the past month. They are being safe and sheltering in place, just like you, while delivering the Outdoor Education experience to San Mateo County students.

As the livestream begins, please remember to follow our social media policy: do not post comments that are inappropriate or unrelated to the topic at hand. Posts that violate this policy will be deleted. Read our full social media policy on the About tab.",84.25
691033,2020-04-30 12:45:02,2020-04-01,8,565,0,573,www.smcoe.org,"Our San Mateo County Outdoor Education naturalists bring the Outdoor Education program to students who aren’t able to attend due to the shelter-in-place order.

Note that our naturalists have been isolating and interacting with each other only for the past month. They are being safe and sheltering in place, just like you, while delivering the Outdoor Education experience to San Mateo County students.

As the livestream begins, please remember to follow our social media policy: do not post comments that are inappropriate or unrelated to the topic at hand. Posts that violate this policy will be deleted. Read our full social media policy on the About tab.",70.625
691033,2020-04-29 21:32:22,2020-04-01,5,143,2,150,www.smcoe.org,"Our San Mateo County Outdoor Education naturalists bring the Outdoor Education program to students who aren’t able to attend due to the shelter-in-place order.

Note that our naturalists have been isolating and interacting with each other only for the past month. They are being safe and sheltering in place, just like you, while delivering the Outdoor Education experience to San Mateo County students.

As the livestream begins, please remember to follow our social media policy: do not post comments that are inappropriate or unrelated to the topic at hand. Posts that violate this policy will be deleted. Read our full social media policy on the About tab.",28.6
691033,2020-04-29 12:47:32,2020-04-01,13,707,0,720,www.smcoe.org,"Our San Mateo County Outdoor Education naturalists bring the Outdoor Education program to students who aren’t able to attend due to the shelter-in-place order.

Note that our naturalists have been isolating and interacting with each other only for the past month. They are being safe and sheltering in place, just like you, while delivering the Outdoor Education experience to San Mateo County students.

As the livestream begins, please remember to follow our social media policy: do not post comments that are inappropriate or unrelated to the topic at hand. Posts that violate this policy will be deleted. Read our full social media policy on the About tab.",54.38461538461539
